,Date,Area,Rain
1483,1974-08-01,Dehradun,145.656
1484,1974-09-01,Dehradun,30.372
1485,1974-10-01,Dehradun,4.531
1486,1974-11-01,Dehradun,0.0
1487,1974-12-01,Dehradun,18.74
1488,1975-01-01,Dehradun,54.833
1489,1975-02-01,Dehradun,27.622
1490,1975-03-01,Dehradun,24.843
1491,1975-04-01,Dehradun,1.624
1492,1975-05-01,Dehradun,3.931
1493,1975-06-01,Dehradun,128.471
1494,1975-07-01,Dehradun,347.227
1495,1975-08-01,Dehradun,258.324
1496,1975-09-01,Dehradun,231.533
1497,1975-10-01,Dehradun,8.929
1498,1975-11-01,Dehradun,0.0
1499,1975-12-01,Dehradun,0.0
1500,1976-01-01,Dehradun,10.18
1501,1976-02-01,Dehradun,44.957
1502,1976-03-01,Dehradun,12.622
1503,1976-04-01,Dehradun,16.169
1504,1976-05-01,Dehradun,16.13
1505,1976-06-01,Dehradun,147.083
1506,1976-07-01,Dehradun,227.668
1507,1976-08-01,Dehradun,602.829
1508,1976-09-01,Dehradun,118.039
1509,1976-10-01,Dehradun,14.736
1510,1976-11-01,Dehradun,0.0
1511,1976-12-01,Dehradun,0.561
1512,1977-01-01,Dehradun,37.279
1513,1977-02-01,Dehradun,3.0
1514,1977-03-01,Dehradun,1.735
1515,1977-04-01,Dehradun,31.161
1516,1977-05-01,Dehradun,55.399
1517,1977-06-01,Dehradun,161.625
1518,1977-07-01,Dehradun,291.312
1519,1977-08-01,Dehradun,188.565
1520,1977-09-01,Dehradun,93.531
1521,1977-10-01,Dehradun,25.16
1522,1977-11-01,Dehradun,0.434
1523,1977-12-01,Dehradun,14.009
1524,1978-01-01,Dehradun,7.071
1525,1978-02-01,Dehradun,11.089
1526,1978-03-01,Dehradun,52.233
1527,1978-04-01,Dehradun,9.437
1528,1978-05-01,Dehradun,2.529
1529,1978-06-01,Dehradun,117.528
1530,1978-07-01,Dehradun,291.801
1531,1978-08-01,Dehradun,416.034
1532,1978-09-01,Dehradun,199.694
1533,1978-10-01,Dehradun,3.567
1534,1978-11-01,Dehradun,8.906
1535,1978-12-01,Dehradun,5.201
1536,1979-01-01,Dehradun,21.436
1537,1979-02-01,Dehradun,44.039
1538,1979-03-01,Dehradun,30.787
1539,1979-04-01,Dehradun,8.64
1540,1979-05-01,Dehradun,35.032
1541,1979-06-01,Dehradun,58.686
1542,1979-07-01,Dehradun,209.321
1543,1979-08-01,Dehradun,144.946
1544,1979-09-01,Dehradun,73.755
1545,1979-10-01,Dehradun,7.485
1546,1979-11-01,Dehradun,18.896
1547,1979-12-01,Dehradun,4.869
1548,1980-01-01,Dehradun,12.916
1549,1980-02-01,Dehradun,19.707
1550,1980-03-01,Dehradun,30.842
1551,1980-04-01,Dehradun,5.437
1552,1980-05-01,Dehradun,8.601
1553,1980-06-01,Dehradun,168.202
1554,1980-07-01,Dehradun,599.028
1555,1980-08-01,Dehradun,399.082
1556,1980-09-01,Dehradun,196.404
1557,1980-10-01,Dehradun,18.966
1558,1980-11-01,Dehradun,5.483
1559,1980-12-01,Dehradun,8.215
1560,1981-01-01,Dehradun,72.924
1561,1981-02-01,Dehradun,18.01
1562,1981-03-01,Dehradun,46.656
1563,1981-04-01,Dehradun,4.447
1564,1981-05-01,Dehradun,17.753
1565,1981-06-01,Dehradun,51.29
1566,1981-07-01,Dehradun,496.434
1567,1981-08-01,Dehradun,133.971
1568,1981-09-01,Dehradun,42.844
1569,1981-10-01,Dehradun,7.546
1570,1981-11-01,Dehradun,39.293
1571,1981-12-01,Dehradun,1.547
1572,1982-01-01,Dehradun,32.606
1573,1982-02-01,Dehradun,11.622
1574,1982-03-01,Dehradun,79.771
1575,1982-04-01,Dehradun,21.051
1576,1982-05-01,Dehradun,42.544
1577,1982-06-01,Dehradun,26.326
1578,1982-07-01,Dehradun,136.404
1579,1982-08-01,Dehradun,357.986
1580,1982-09-01,Dehradun,33.533
1581,1982-10-01,Dehradun,5.702
1582,1982-11-01,Dehradun,13.028
1583,1982-12-01,Dehradun,19.296
1584,1983-01-01,Dehradun,64.499
1585,1983-02-01,Dehradun,19.023
1586,1983-03-01,Dehradun,32.199
1587,1983-04-01,Dehradun,47.786
1588,1983-05-01,Dehradun,56.716
1589,1983-06-01,Dehradun,119.83
1590,1983-07-01,Dehradun,250.316
1591,1983-08-01,Dehradun,233.376
1592,1983-09-01,Dehradun,215.348
1593,1983-10-01,Dehradun,32.305
1594,1983-11-01,Dehradun,0.0
1595,1983-12-01,Dehradun,6.859
1596,1984-01-01,Dehradun,7.609
1597,1984-02-01,Dehradun,78.118
1598,1984-03-01,Dehradun,7.494
1599,1984-04-01,Dehradun,18.51
1600,1984-05-01,Dehradun,0.745
1601,1984-06-01,Dehradun,93.445
1602,1984-07-01,Dehradun,370.404
1603,1984-08-01,Dehradun,245.643
1604,1984-09-01,Dehradun,116.483
1605,1984-10-01,Dehradun,0.843
1606,1984-11-01,Dehradun,0.0
1607,1984-12-01,Dehradun,14.765
1608,1985-01-01,Dehradun,23.143
1609,1985-02-01,Dehradun,1.7
1610,1985-03-01,Dehradun,4.799
1611,1985-04-01,Dehradun,20.76
1612,1985-05-01,Dehradun,28.013
1613,1985-06-01,Dehradun,117.755
1614,1985-07-01,Dehradun,365.825
1615,1985-08-01,Dehradun,281.12
1616,1985-09-01,Dehradun,145.674
1617,1985-10-01,Dehradun,48.382
1618,1985-11-01,Dehradun,0.834
1619,1985-12-01,Dehradun,33.516
1620,1986-01-01,Dehradun,4.58
1621,1986-02-01,Dehradun,34.6
1622,1986-03-01,Dehradun,14.45
1623,1986-04-01,Dehradun,18.03
1624,1986-05-01,Dehradun,45.115
1625,1986-06-01,Dehradun,89.751
1626,1986-07-01,Dehradun,383.928
1627,1986-08-01,Dehradun,233.011
1628,1986-09-01,Dehradun,154.276
1629,1986-10-01,Dehradun,14.713
1630,1986-11-01,Dehradun,8.578
1631,1986-12-01,Dehradun,44.822
1632,1987-01-01,Dehradun,29.588
1633,1987-02-01,Dehradun,28.453
1634,1987-03-01,Dehradun,11.664
1635,1987-04-01,Dehradun,9.396
1636,1987-05-01,Dehradun,39.998
1637,1987-06-01,Dehradun,37.476
1638,1987-07-01,Dehradun,69.992
1639,1987-08-01,Dehradun,178.331
1640,1987-09-01,Dehradun,36.451
1641,1987-10-01,Dehradun,9.72
1642,1987-11-01,Dehradun,0.0
1643,1987-12-01,Dehradun,9.844
1644,1988-01-01,Dehradun,8.408
1645,1988-02-01,Dehradun,24.586
1646,1988-03-01,Dehradun,30.461
1647,1988-04-01,Dehradun,15.831
1648,1988-05-01,Dehradun,10.454
1649,1988-06-01,Dehradun,89.346
1650,1988-07-01,Dehradun,416.837
1651,1988-08-01,Dehradun,303.298
1652,1988-09-01,Dehradun,137.574
1653,1988-10-01,Dehradun,13.515
1654,1988-11-01,Dehradun,0.664
1655,1988-12-01,Dehradun,23.031
1656,1989-01-01,Dehradun,61.449
1657,1989-02-01,Dehradun,10.274
1658,1989-03-01,Dehradun,17.961
1659,1989-04-01,Dehradun,1.888
1660,1989-05-01,Dehradun,14.742
1661,1989-06-01,Dehradun,89.458
1662,1989-07-01,Dehradun,295.995
1663,1989-08-01,Dehradun,207.716
1664,1989-09-01,Dehradun,85.297
1665,1989-10-01,Dehradun,3.168
1666,1989-11-01,Dehradun,7.259
1667,1989-12-01,Dehradun,6.66
1668,1990-01-01,Dehradun,2.82
1669,1990-02-01,Dehradun,64.024
1670,1990-03-01,Dehradun,43.533
1671,1990-04-01,Dehradun,10.27
1672,1990-05-01,Dehradun,42.075
1673,1990-06-01,Dehradun,60.234
1674,1990-07-01,Dehradun,338.993
1675,1990-08-01,Dehradun,321.22
1676,1990-09-01,Dehradun,182.902
1677,1990-10-01,Dehradun,9.321
1678,1990-11-01,Dehradun,15.114
1679,1990-12-01,Dehradun,43.597
1680,1991-01-01,Dehradun,2.453
1681,1991-02-01,Dehradun,25.787
1682,1991-03-01,Dehradun,17.788
1683,1991-04-01,Dehradun,31.09
1684,1991-05-01,Dehradun,34.906
1685,1991-06-01,Dehradun,98.018
1686,1991-07-01,Dehradun,66.899
1687,1991-08-01,Dehradun,295.064
1688,1991-09-01,Dehradun,74.279
1689,1991-10-01,Dehradun,1.834
1690,1991-11-01,Dehradun,9.385
1691,1991-12-01,Dehradun,9.255
1692,1992-01-01,Dehradun,30.806
1693,1992-02-01,Dehradun,50.327
1694,1992-03-01,Dehradun,15.17
1695,1992-04-01,Dehradun,8.237
1696,1992-05-01,Dehradun,31.714
1697,1992-06-01,Dehradun,62.163
1698,1992-07-01,Dehradun,192.608
1699,1992-08-01,Dehradun,264.559
1700,1992-09-01,Dehradun,91.301
1701,1992-10-01,Dehradun,9.555
1702,1992-11-01,Dehradun,36.756
1703,1992-12-01,Dehradun,0.591
1704,1993-01-01,Dehradun,18.713
1705,1993-02-01,Dehradun,19.183
1706,1993-03-01,Dehradun,14.52
1707,1993-04-01,Dehradun,11.046
1708,1993-05-01,Dehradun,25.476
1709,1993-06-01,Dehradun,179.954
1710,1993-07-01,Dehradun,264.997
1711,1993-08-01,Dehradun,90.747
1712,1993-09-01,Dehradun,206.28
1713,1993-10-01,Dehradun,0.082
1714,1993-11-01,Dehradun,0.0
1715,1993-12-01,Dehradun,0.0
1716,1994-01-01,Dehradun,13.698
1717,1994-02-01,Dehradun,6.704
1718,1994-03-01,Dehradun,17.958
1719,1994-04-01,Dehradun,8.374
1720,1994-05-01,Dehradun,47.5
1721,1994-06-01,Dehradun,55.858
1722,1994-07-01,Dehradun,282.033
1723,1994-08-01,Dehradun,264.722
1724,1994-09-01,Dehradun,107.528
1725,1994-10-01,Dehradun,2.119
1726,1994-11-01,Dehradun,0.0
1727,1994-12-01,Dehradun,3.898
1728,1995-01-01,Dehradun,40.945
1729,1995-02-01,Dehradun,67.975
1730,1995-03-01,Dehradun,46.313
1731,1995-04-01,Dehradun,9.571
1732,1995-05-01,Dehradun,2.165
1733,1995-06-01,Dehradun,90.273
1734,1995-07-01,Dehradun,230.605
1735,1995-08-01,Dehradun,404.888
1736,1995-09-01,Dehradun,182.455
1737,1995-10-01,Dehradun,2.461
1738,1995-11-01,Dehradun,21.055
1739,1995-12-01,Dehradun,0.898
1740,1996-01-01,Dehradun,51.876
1741,1996-02-01,Dehradun,39.665
1742,1996-03-01,Dehradun,17.277
1743,1996-04-01,Dehradun,9.87
1744,1996-05-01,Dehradun,21.935
1745,1996-06-01,Dehradun,209.934
1746,1996-07-01,Dehradun,202.425
1747,1996-08-01,Dehradun,360.814
1748,1996-09-01,Dehradun,146.992
1749,1996-10-01,Dehradun,19.02
1750,1996-11-01,Dehradun,0.0
1751,1996-12-01,Dehradun,1.194
1752,1997-01-01,Dehradun,24.062
1753,1997-02-01,Dehradun,9.223
1754,1997-03-01,Dehradun,13.011
1755,1997-04-01,Dehradun,45.566
1756,1997-05-01,Dehradun,29.332
1757,1997-06-01,Dehradun,184.843
1758,1997-07-01,Dehradun,198.864
1759,1997-08-01,Dehradun,209.545
1760,1997-09-01,Dehradun,68.093
1761,1997-10-01,Dehradun,30.086
1762,1997-11-01,Dehradun,18.942
1763,1997-12-01,Dehradun,6.998
1764,1998-01-01,Dehradun,12.343
1765,1998-02-01,Dehradun,32.91
1766,1998-03-01,Dehradun,40.139
1767,1998-04-01,Dehradun,26.442
1768,1998-05-01,Dehradun,12.693
1769,1998-06-01,Dehradun,15.139
1770,1998-07-01,Dehradun,288.979
1771,1998-08-01,Dehradun,300.741
1772,1998-09-01,Dehradun,84.503
1773,1998-10-01,Dehradun,37.397
1774,1998-11-01,Dehradun,5.749
1775,1998-12-01,Dehradun,1.194
1776,1999-01-01,Dehradun,13.381
1777,1999-02-01,Dehradun,9.788
1778,1999-03-01,Dehradun,3.887
1779,1999-04-01,Dehradun,3.404
1780,1999-05-01,Dehradun,20.563
1781,1999-06-01,Dehradun,105.655
1782,1999-07-01,Dehradun,113.683
1783,1999-08-01,Dehradun,148.994
1784,1999-09-01,Dehradun,125.254
1785,1999-10-01,Dehradun,13.444
1786,1999-11-01,Dehradun,0.988
1787,1999-12-01,Dehradun,6.81
1788,2000-01-01,Dehradun,17.207
1789,2000-02-01,Dehradun,43.529
1790,2000-03-01,Dehradun,9.58
1791,2000-04-01,Dehradun,3.577
1792,2000-05-01,Dehradun,26.408
1793,2000-06-01,Dehradun,156.571
1794,2000-07-01,Dehradun,225.072
1795,2000-08-01,Dehradun,213.68
1796,2000-09-01,Dehradun,68.948
1797,2000-10-01,Dehradun,0.082
1798,2000-11-01,Dehradun,1.687
1799,2000-12-01,Dehradun,0.464
1800,1971-01-01,Garhwal,18.379
1801,1971-02-01,Garhwal,19.854
1802,1971-03-01,Garhwal,14.398
1803,1971-04-01,Garhwal,16.525
1804,1971-05-01,Garhwal,64.011
1805,1971-06-01,Garhwal,167.018
1806,1971-07-01,Garhwal,374.799
1807,1971-08-01,Garhwal,387.42
1808,1971-09-01,Garhwal,210.722
1809,1971-10-01,Garhwal,92.629
1810,1971-11-01,Garhwal,10.316
1811,1971-12-01,Garhwal,0.289
1812,1972-01-01,Garhwal,9.936
1813,1972-02-01,Garhwal,28.44
1814,1972-03-01,Garhwal,7.744
1815,1972-04-01,Garhwal,17.551
1816,1972-05-01,Garhwal,4.09
1817,1972-06-01,Garhwal,62.721
1818,1972-07-01,Garhwal,341.316
1819,1972-08-01,Garhwal,248.85
1820,1972-09-01,Garhwal,292.965
1821,1972-10-01,Garhwal,33.012
1822,1972-11-01,Garhwal,5.139
1823,1972-12-01,Garhwal,3.369
1824,1973-01-01,Garhwal,26.252
1825,1973-02-01,Garhwal,17.99
1826,1973-03-01,Garhwal,20.317
1827,1973-04-01,Garhwal,0.247
1828,1973-05-01,Garhwal,24.854
1829,1973-06-01,Garhwal,203.743
1830,1973-07-01,Garhwal,168.685
1831,1973-08-01,Garhwal,368.372
1832,1973-09-01,Garhwal,115.729
1833,1973-10-01,Garhwal,65.281
1834,1973-11-01,Garhwal,0.0
1835,1973-12-01,Garhwal,3.587
1836,1974-01-01,Garhwal,13.915
1837,1974-02-01,Garhwal,12.747
1838,1974-03-01,Garhwal,5.327
1839,1974-04-01,Garhwal,2.087
1840,1974-05-01,Garhwal,20.667
1841,1974-06-01,Garhwal,79.932
1842,1974-07-01,Garhwal,254.639
1843,1974-08-01,Garhwal,169.995
1844,1974-09-01,Garhwal,33.841
1845,1974-10-01,Garhwal,8.979
1846,1974-11-01,Garhwal,0.0
1847,1974-12-01,Garhwal,20.908
1848,1975-01-01,Garhwal,56.095
1849,1975-02-01,Garhwal,24.223
1850,1975-03-01,Garhwal,22.8
1851,1975-04-01,Garhwal,1.298
1852,1975-05-01,Garhwal,6.02
1853,1975-06-01,Garhwal,125.94
1854,1975-07-01,Garhwal,380.572
1855,1975-08-01,Garhwal,295.883
1856,1975-09-01,Garhwal,262.58
1857,1975-10-01,Garhwal,15.725
1858,1975-11-01,Garhwal,0.0
1859,1975-12-01,Garhwal,0.0
1860,1976-01-01,Garhwal,4.63
1861,1976-02-01,Garhwal,46.18
1862,1976-03-01,Garhwal,11.512
1863,1976-04-01,Garhwal,19.931
1864,1976-05-01,Garhwal,18.865
1865,1976-06-01,Garhwal,132.018
1866,1976-07-01,Garhwal,232.587
1867,1976-08-01,Garhwal,612.684
1868,1976-09-01,Garhwal,94.877
1869,1976-10-01,Garhwal,12.212
1870,1976-11-01,Garhwal,0.0
1871,1976-12-01,Garhwal,0.716
1872,1977-01-01,Garhwal,30.029
1873,1977-02-01,Garhwal,3.059
1874,1977-03-01,Garhwal,1.732
1875,1977-04-01,Garhwal,29.156
1876,1977-05-01,Garhwal,65.307
1877,1977-06-01,Garhwal,155.032
1878,1977-07-01,Garhwal,317.59
1879,1977-08-01,Garhwal,196.419
1880,1977-09-01,Garhwal,116.483
1881,1977-10-01,Garhwal,21.9
1882,1977-11-01,Garhwal,0.074
1883,1977-12-01,Garhwal,14.937
1884,1978-01-01,Garhwal,5.914
1885,1978-02-01,Garhwal,11.415
1886,1978-03-01,Garhwal,47.503
1887,1978-04-01,Garhwal,9.433
1888,1978-05-01,Garhwal,4.03
1889,1978-06-01,Garhwal,126.093
1890,1978-07-01,Garhwal,242.84
1891,1978-08-01,Garhwal,410.748
1892,1978-09-01,Garhwal,208.885
1893,1978-10-01,Garhwal,7.041
1894,1978-11-01,Garhwal,4.98
1895,1978-12-01,Garhwal,6.359
1896,1979-01-01,Garhwal,20.868
1897,1979-02-01,Garhwal,37.335
1898,1979-03-01,Garhwal,28.249
1899,1979-04-01,Garhwal,10.383
1900,1979-05-01,Garhwal,42.792
1901,1979-06-01,Garhwal,65.162
1902,1979-07-01,Garhwal,203.996
1903,1979-08-01,Garhwal,172.108
1904,1979-09-01,Garhwal,49.096
1905,1979-10-01,Garhwal,5.173
1906,1979-11-01,Garhwal,14.497
1907,1979-12-01,Garhwal,6.133
1908,1980-01-01,Garhwal,9.028
1909,1980-02-01,Garhwal,18.504
1910,1980-03-01,Garhwal,34.637
1911,1980-04-01,Garhwal,5.247
1912,1980-05-01,Garhwal,8.792
1913,1980-06-01,Garhwal,189.424
1914,1980-07-01,Garhwal,622.225
1915,1980-08-01,Garhwal,427.776
1916,1980-09-01,Garhwal,267.382
1917,1980-10-01,Garhwal,29.736
1918,1980-11-01,Garhwal,2.339
1919,1980-12-01,Garhwal,6.265
1920,1981-01-01,Garhwal,49.433
1921,1981-02-01,Garhwal,14.956
1922,1981-03-01,Garhwal,48.156
1923,1981-04-01,Garhwal,3.811
1924,1981-05-01,Garhwal,32.877
1925,1981-06-01,Garhwal,88.297
1926,1981-07-01,Garhwal,491.777
1927,1981-08-01,Garhwal,131.96
1928,1981-09-01,Garhwal,68.769
1929,1981-10-01,Garhwal,4.783
1930,1981-11-01,Garhwal,25.125
1931,1981-12-01,Garhwal,2.276
1932,1982-01-01,Garhwal,28.718
1933,1982-02-01,Garhwal,7.994
1934,1982-03-01,Garhwal,74.829
1935,1982-04-01,Garhwal,25.692
1936,1982-05-01,Garhwal,47.07
1937,1982-06-01,Garhwal,36.258
1938,1982-07-01,Garhwal,178.153
1939,1982-08-01,Garhwal,434.488
1940,1982-09-01,Garhwal,53.59
1941,1982-10-01,Garhwal,11.781
1942,1982-11-01,Garhwal,4.902
1943,1982-12-01,Garhwal,15.408
1944,1983-01-01,Garhwal,59.798
1945,1983-02-01,Garhwal,13.957
1946,1983-03-01,Garhwal,25.211
1947,1983-04-01,Garhwal,55.664
1948,1983-05-01,Garhwal,56.14
1949,1983-06-01,Garhwal,153.646
1950,1983-07-01,Garhwal,264.14
1951,1983-08-01,Garhwal,201.037
1952,1983-09-01,Garhwal,314.822
1953,1983-10-01,Garhwal,37.749
1954,1983-11-01,Garhwal,0.0
1955,1983-12-01,Garhwal,8.154
1956,1984-01-01,Garhwal,9.098
1957,1984-02-01,Garhwal,76.474
1958,1984-03-01,Garhwal,6.473
1959,1984-04-01,Garhwal,20.601
1960,1984-05-01,Garhwal,0.935
1961,1984-06-01,Garhwal,136.791
1962,1984-07-01,Garhwal,281.502
1963,1984-08-01,Garhwal,226.406
1964,1984-09-01,Garhwal,88.93
1965,1984-10-01,Garhwal,1.63
1966,1984-11-01,Garhwal,0.0
1967,1984-12-01,Garhwal,10.107
1968,1985-01-01,Garhwal,21.439
1969,1985-02-01,Garhwal,1.566
1970,1985-03-01,Garhwal,2.812
1971,1985-04-01,Garhwal,19.266
1972,1985-05-01,Garhwal,33.557
1973,1985-06-01,Garhwal,132.371
1974,1985-07-01,Garhwal,344.631
1975,1985-08-01,Garhwal,318.038
1976,1985-09-01,Garhwal,162.626
1977,1985-10-01,Garhwal,76.173
1978,1985-11-01,Garhwal,0.254
1979,1985-12-01,Garhwal,35.605
1980,1986-01-01,Garhwal,4.869
1981,1986-02-01,Garhwal,29.427
1982,1986-03-01,Garhwal,13.453
1983,1986-04-01,Garhwal,21.866
1984,1986-05-01,Garhwal,56.205
1985,1986-06-01,Garhwal,81.157
1986,1986-07-01,Garhwal,412.003
1987,1986-08-01,Garhwal,221.125
1988,1986-09-01,Garhwal,170.063
1989,1986-10-01,Garhwal,20.578
1990,1986-11-01,Garhwal,6.996
1991,1986-12-01,Garhwal,47.565
1992,1987-01-01,Garhwal,21.22
1993,1987-02-01,Garhwal,27.621
1994,1987-03-01,Garhwal,8.648
1995,1987-04-01,Garhwal,8.799
1996,1987-05-01,Garhwal,54.536
1997,1987-06-01,Garhwal,16.489
1998,1987-07-01,Garhwal,59.742
1999,1987-08-01,Garhwal,214.982
2000,1987-09-01,Garhwal,57.575
2001,1987-10-01,Garhwal,2.821
2002,1987-11-01,Garhwal,0.0
2003,1987-12-01,Garhwal,8.671
2004,1988-01-01,Garhwal,7.096
2005,1988-02-01,Garhwal,26.927
2006,1988-03-01,Garhwal,22.208
2007,1988-04-01,Garhwal,19.944
2008,1988-05-01,Garhwal,16.331
2009,1988-06-01,Garhwal,103.168
2010,1988-07-01,Garhwal,455.713
2011,1988-08-01,Garhwal,384.261
2012,1988-09-01,Garhwal,132.107
2013,1988-10-01,Garhwal,1.232
2014,1988-11-01,Garhwal,0.575
2015,1988-12-01,Garhwal,18.195
2016,1989-01-01,Garhwal,55.209
2017,1989-02-01,Garhwal,10.455
2018,1989-03-01,Garhwal,19.005
2019,1989-04-01,Garhwal,1.332
2020,1989-05-01,Garhwal,19.373
2021,1989-06-01,Garhwal,124.673
2022,1989-07-01,Garhwal,277.72
2023,1989-08-01,Garhwal,243.871
2024,1989-09-01,Garhwal,108.554
2025,1989-10-01,Garhwal,5.467
2026,1989-11-01,Garhwal,4.37
2027,1989-12-01,Garhwal,6.957
2028,1990-01-01,Garhwal,1.217
2029,1990-02-01,Garhwal,54.534
2030,1990-03-01,Garhwal,35.542
2031,1990-04-01,Garhwal,9.265
2032,1990-05-01,Garhwal,51.155
2033,1990-06-01,Garhwal,84.008
2034,1990-07-01,Garhwal,390.682
2035,1990-08-01,Garhwal,348.614
2036,1990-09-01,Garhwal,154.041
2037,1990-10-01,Garhwal,14.762
2038,1990-11-01,Garhwal,10.094
2039,1990-12-01,Garhwal,40.928
2040,1991-01-01,Garhwal,2.78
2041,1991-02-01,Garhwal,24.817
2042,1991-03-01,Garhwal,19.484
2043,1991-04-01,Garhwal,26.492
2044,1991-05-01,Garhwal,47.667
2045,1991-06-01,Garhwal,66.246
2046,1991-07-01,Garhwal,60.196
2047,1991-08-01,Garhwal,337.879
2048,1991-09-01,Garhwal,76.009
2049,1991-10-01,Garhwal,0.287
2050,1991-11-01,Garhwal,7.146
2051,1991-12-01,Garhwal,8.702
2052,1992-01-01,Garhwal,29.113
2053,1992-02-01,Garhwal,45.744
2054,1992-03-01,Garhwal,13.68
2055,1992-04-01,Garhwal,8.153
2056,1992-05-01,Garhwal,28.469
2057,1992-06-01,Garhwal,79.498
2058,1992-07-01,Garhwal,201.89
2059,1992-08-01,Garhwal,284.333
2060,1992-09-01,Garhwal,88.462
2061,1992-10-01,Garhwal,14.777
2062,1992-11-01,Garhwal,25.275
2063,1992-12-01,Garhwal,0.014
2064,1993-01-01,Garhwal,18.085
2065,1993-02-01,Garhwal,15.84
2066,1993-03-01,Garhwal,17.217
2067,1993-04-01,Garhwal,7.782
2068,1993-05-01,Garhwal,32.56
2069,1993-06-01,Garhwal,250.953
2070,1993-07-01,Garhwal,301.153
2071,1993-08-01,Garhwal,116.19
2072,1993-09-01,Garhwal,249.836
2073,1993-10-01,Garhwal,0.218
2074,1993-11-01,Garhwal,0.0
2075,1993-12-01,Garhwal,0.0
2076,1994-01-01,Garhwal,7.069
2077,1994-02-01,Garhwal,3.176
2078,1994-03-01,Garhwal,22.201
2079,1994-04-01,Garhwal,10.419
2080,1994-05-01,Garhwal,42.023
2081,1994-06-01,Garhwal,66.607
2082,1994-07-01,Garhwal,324.76
2083,1994-08-01,Garhwal,329.349
2084,1994-09-01,Garhwal,85.21
2085,1994-10-01,Garhwal,1.356
2086,1994-11-01,Garhwal,0.0
2087,1994-12-01,Garhwal,1.849
2088,1995-01-01,Garhwal,37.054
2089,1995-02-01,Garhwal,48.385
2090,1995-03-01,Garhwal,56.064
2091,1995-04-01,Garhwal,12.131
2092,1995-05-01,Garhwal,3.305
2093,1995-06-01,Garhwal,87.371
2094,1995-07-01,Garhwal,242.194
2095,1995-08-01,Garhwal,444.133
2096,1995-09-01,Garhwal,233.123
2097,1995-10-01,Garhwal,1.654
2098,1995-11-01,Garhwal,13.818
2099,1995-12-01,Garhwal,0.438
2100,1996-01-01,Garhwal,45.679
2101,1996-02-01,Garhwal,35.798
2102,1996-03-01,Garhwal,13.948
2103,1996-04-01,Garhwal,10.636
2104,1996-05-01,Garhwal,40.592
2105,1996-06-01,Garhwal,189.901
2106,1996-07-01,Garhwal,231.533
2107,1996-08-01,Garhwal,345.793
2108,1996-09-01,Garhwal,294.908
2109,1996-10-01,Garhwal,27.463
2110,1996-11-01,Garhwal,0.0
2111,1996-12-01,Garhwal,0.579
2112,1997-01-01,Garhwal,19.405
2113,1997-02-01,Garhwal,7.046
2114,1997-03-01,Garhwal,14.401
2115,1997-04-01,Garhwal,7.466
2116,1997-05-01,Garhwal,36.154
2117,1997-06-01,Garhwal,195.39
2118,1997-07-01,Garhwal,137.889
2119,1997-08-01,Garhwal,228.983
2120,1997-09-01,Garhwal,66.868
2121,1997-10-01,Garhwal,35.621
2122,1997-11-01,Garhwal,12.404
2123,1997-12-01,Garhwal,8.418
2124,1998-01-01,Garhwal,9.248
2125,1998-02-01,Garhwal,27.43
2126,1998-03-01,Garhwal,39.878
2127,1998-04-01,Garhwal,28.422
2128,1998-05-01,Garhwal,16.137
2129,1998-06-01,Garhwal,17.176
2130,1998-07-01,Garhwal,307.562
2131,1998-08-01,Garhwal,393.501
2132,1998-09-01,Garhwal,92.302
2133,1998-10-01,Garhwal,42.434
2134,1998-11-01,Garhwal,4.899
2135,1998-12-01,Garhwal,0.574
2136,1999-01-01,Garhwal,11.725
2137,1999-02-01,Garhwal,7.511
2138,1999-03-01,Garhwal,1.527
2139,1999-04-01,Garhwal,1.963
2140,1999-05-01,Garhwal,23.558
2141,1999-06-01,Garhwal,121.616
2142,1999-07-01,Garhwal,114.694
2143,1999-08-01,Garhwal,124.599
2144,1999-09-01,Garhwal,156.43
2145,1999-10-01,Garhwal,24.521
2146,1999-11-01,Garhwal,0.323
2147,1999-12-01,Garhwal,7.577
2148,2000-01-01,Garhwal,13.334
2149,2000-02-01,Garhwal,46.902
2150,2000-03-01,Garhwal,10.382
2151,2000-04-01,Garhwal,4.326
2152,2000-05-01,Garhwal,34.855
2153,2000-06-01,Garhwal,185.572
2154,2000-07-01,Garhwal,209.25
2155,2000-08-01,Garhwal,262.215
2156,2000-09-01,Garhwal,79.758
2157,2000-10-01,Garhwal,0.218
2158,2000-11-01,Garhwal,0.444
2159,2000-12-01,Garhwal,1.385
2160,1971-01-01,Hardwar,15.096
2161,1971-02-01,Hardwar,16.602
2162,1971-03-01,Hardwar,9.809
2163,1971-04-01,Hardwar,14.478
2164,1971-05-01,Hardwar,44.769
2165,1971-06-01,Hardwar,117.312
2166,1971-07-01,Hardwar,293.702
2167,1971-08-01,Hardwar,379.154
2168,1971-09-01,Hardwar,150.539
2169,1971-10-01,Hardwar,46.412
2170,1971-11-01,Hardwar,11.731
2171,1971-12-01,Hardwar,0.132
2172,1972-01-01,Hardwar,9.394
2173,1972-02-01,Hardwar,22.158
2174,1972-03-01,Hardwar,5.855
2175,1972-04-01,Hardwar,12.424
2176,1972-05-01,Hardwar,1.451
2177,1972-06-01,Hardwar,41.496
2178,1972-07-01,Hardwar,287.8
2179,1972-08-01,Hardwar,236.193
2180,1972-09-01,Hardwar,192.352
2181,1972-10-01,Hardwar,19.971
